,题干,A,B,C,D,答案
1140,火箭军是我国战略威慑的核心力量，要按照（）的原则，着力提高战略威慑与核反击和中远程精确打击能力。,重视核武器,发展常规力量,联合作战,核常兼备、全域慑战,D
1141,人民军队的生命力在于战斗力。新形势下人民军队的职能使命不断拓展，但作为（）的根本职能始终没有变。,先遣队,先锋队,战斗队,保卫队,C
1142,坚持（）和强军相统一是我们党的一贯主张。,富国,改革,开放,社会发展,A
1143,江泽民指出，我国现代化建设的一条重要经验，就是坚持国防建设与经济建设协调发展的方针，在()的基础上推进国防和军队现代化。,社会发展,经济发展,自强不息,以人为本,B
1144,（）是我国现代化建设的战略任务，只有把它搞上去了，经济建设才能有更加坚强的安全保障。,社会建设,科技建设,文化建设,国防建设,D
1145,走（）发展路子，是实现富国和强军统一的重要途径。,高科技军事体系,两化融合,军民融合式,国防建设,C
1146,军政军民团结是实现富国和强军相统一的重要政治保障，是我党我军特有的政治优势，要坚持（）的战略思想。,人民战争,和谐团结,社会发展,科技进步,A
1147,为增强打赢未来战争的国防潜力，一定要建立健全（）体制机制，深化民兵预备役体制改革，优化后备力量规模、结构和布局。,预备役,人民战争,国防动员,战时动员,C
1148,加强国防教育，增强（）观念，使关心国防、热爱国防、建设国防、保卫国防成为全社会的思想共识和自觉行动。,国防,保卫国防,保家卫国,全民国防,D
1149,“一国两制”就是在统一的国家之内，国家主体实行社会主义制度，()依法实行资本主义制度。,自治区,部分地区,个别地区,香港澳门,C
1150,全面准确贯彻“一国两制”，必须落实中国对特别行政区的全面（）,管理权,管治权,治理权,主权,B
1151,全面准确贯彻“一国两制”，必须聚焦发展这个第一要务，推动（）融入国家发展大局。,港澳,粤港澳,港澳台,台湾,A
1152,全面准确贯彻“一国两制”，必须坚持（）治港治澳原则,本地人,专业人士,爱国者,人民,C
1153,2020年6月，十三届全国人大常委会第二十次会议通过（），并将其列入香港基本法附件三。,《全国人民代表大会关于建立健全香港特别行政区维护国家安全的法律制度和执行机制的决定》,《中华人民共和国香港特别行政区维护国家安全法》,《全国人民代表大会关于完善香港特别行政区选举制度的决定》,《香港特别行政区行政长官的产生办法》,B
1154,两岸同属一个国家、两岸同胞同属一个民族，中国的（）从未分裂。,主权和治权,主权和国际承认,主权和领土完整,主权和国家认同,C
1155,（）损害国家主权和领土完整，是两岸关系和平发展的最大障碍，是台海和平稳定的最大威胁。,民进党,“台独”分裂势力及其活动,外来干涉,美国霸权主义行径,B
1156,“在海峡两岸共同努力谋求国家统一的过程中，双方虽均坚持一个中国的原则，但对于一个中国的涵义，认知各有不同。”这是（）关于“九二共识”的表述。,海基会,海协会,民进党,国民党,A
1157,"按照“三个代表”要求全面加强党的建设,根本目的就在于保证我们党能够始终保持：",先进性,同人民群众的血肉联系,代表性,正确性,B
1158,贯彻“三个代表”要求，关键在坚持与时俱进，核心在保持党的先进性，本质在坚持（）。,科学发展观,以人为本,执政为民,立党为公,C
1159,将“三个代表”重要思想与马克思列宁主义、毛泽东思想和邓小平理论一道确立为党必须长期坚持的指导思想，并写入党章。,十五大,十六大,十七大,十四大,B
1160,江泽民指出，（）是决定一个政党、一个政权兴亡的根本性因素。,人民利益,执政水平,人心向背,生产力,C
1161,党的一切工作，必须以最广大人民的根本利益为最高标准。任何时候都必须坚持尊重社会发展规律与尊重()的一致性。,人民历史主体地位,最广大人民根本利益,各阶层人民的根本利益,人民群众的根本利益,A
1162,党要承担起推动中国社会进步的历史责任，必须始终紧紧抓住()这个执政兴国的第一要务,创新,发展,和谐,改革,B
1163,党的()正式把建立社会主义市场经济体制确立为我国经济体制改革的目标。,十三大,十四大,十五大,十六大,B
1164,()全会通过的《关于建立社会主义市场经济体制若干问题的决定》，勾画了建立社会主义市场经济体制的蓝图和基本框架。,十四届三中全会,十四届二中全会,十四届六中全会,十四届五中全会,A
1165,建立社会主义市场经济体制，必须坚持和完善公有制为主体、多种所有制经济（）的社会主义基本经济制度。,并存,共同发展,相互促进,协同发展,B
1166,要在更大程度上发挥市场在资源配置中的基础性作用，健全（）的现代市场体系，促进商品和生产要素在全国市场自由流动。,开放、和谐、创新、发展,统一、开放、竞争、有序,竞合、包容、互利、互惠,自由、平等、和谐、共处,B
1167,江泽民对全面建设小康社会、实现第三步战略目标进行了前瞻性的战略思考。他在党的（）报告中初步勾画了实现第三步战略目标的蓝图：,十三大,十四大,十五大,十六大,C
1168,十五届五中全会进一步提出，从（）开始，我国将进入全面建设小康社会、加快推进社会主义现代化的新的发展阶段。,二十世纪前十年,建党一百年,建国一百年,新世纪,D
1169,建设社会主义政治文明涉及政治思想、政治制度、（）、法制建设等方面，是一个系统工程。,体制改革,行政管理,社会治理,政治生态,B
1170,在建设社会主义政治文明过程中，依法治国是党领导人民治理国家的()。,本质要求,重要前提,基本方略,核心问题,C
1171,依法治国，是党领导人民治理国家的基本方略，是发展社会主义市场经济的客观需要，是（）的重要标志，是国家长治久安的重要保障。,社会文明进步,社会发展,文明演进,社会历史发展,A
1172,依法治国，要适应社会主义市场经济发展、社会全面进步的新形势，加强（），提高（），形成中国特色社会主义法律体系。,立法工作、工作质量,立法质量、执法工作,立法水平、立法建设,立法工作、立法质量,D
1173,政治体制改革要着重加强()，实现社会主义民主政治的制度化、规范化和程序化。,社会建设,司法建设,制度建设,执法建设,C
1174,发展社会主义民主政治，必须在坚持（）的前提下，继续积极稳妥地推进政治体制改革,邓小平思想,毛泽东理论,四项基本原则,改革开放,C
1175,坚持中国共产党的领导，就是要坚持党在建设中国特色社会主义事业中的（）地位，发挥党总揽全局、协调各方的作用。,政治,重要,领导核心,思想领导,C
1176,推进党的建设新的伟大工程要求我们：一定要坚持党要管党、从严治党的方针，进一步解决提高党的领导水平和()、提高拒腐防变和抵御风险能力这两大历史性课题,执行能力,执政能力,建设能力,管理能力,B
1177,从严治党，最根本的就是党的各级组织和全体党员、干部，都要做到严格按照（）办事，按照党内政治生活准则和党的各项规定办事。,党章,执政能力,方针,条例,A
1178,坚决反对和防止腐败是全党一项重大的政治任务，是关系党和国家生死存亡的（）。,重大问题,政治问题,思想问题,严重政治斗争,D
1179,坚持和完善反腐败领导体制和工作机制，认真落实()，形成防止和惩治腐败的合力。,党风廉政建设责任制,三讲教育,腐败教育,各项监督,A
1180,“三个代表”重要思想是中国特色社会主义理论体系的重要组成部分。始终做到“三个代表”，是我们党的立党之本、（）、力量之源。,发展之基,执政之基,创新之力,建党之旨,B
1181,“三个代表”重要思想坚持把人民的根本利益作为出发点和归宿，提出“（）的利益是最紧要和最具有决定性的因素”。,人民,多数人,最大多数人,全体公民,C
1182,"“三个代表”重要思想强调要努力促进(),这同推进经济、文化的发展和改善人民物质文化生活，是互为前提和基础的。",以人为本,科学发展,执政为民,人的全面发展,D
1183,“三个代表”重要思想，形成了崭新的马克思主义建党学说，回答了我们党（）一个重大历史性问题。,建设成为一个什么样的党和怎样建设党,如何执政,如何发展,如何创新,A
1184,“三个代表”重要思想把发展先进生产力、发展先进文化和实现最广大人民的根本利益统一起来，从深层次上揭示了（）。,社会主义的本质,社会主义制度不断完善和发展的途径,社会主义核心价值观,如何建设社会主义,B
